policy,seed,scenario,num_evs,num_stations,steps,completion_rate,abandoned_rate,average_wait_time,max_queue_length,avg_queue_length,total_travel_distance_km,average_travel_distance_km,average_charging_completion_time,avg_station_utilization,vehicles_served,throughput_per_hour,total_reward,reward,total_system_time,total_travel_time,total_wait,total_charge,completed,abandoned,rl_fallback,model_loaded
greedy,107,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,107,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,107,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,107,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,107,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,108,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,108,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,108,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,108,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,108,low,40,25,33,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,109,low,40,25,99,1.0,0.0,0.0,0,0.0,3.301283292283444,3.301283292283444,3480.0,0.011717171717171716,1,0.6060606060606061,-3840.0,-3840.0,3840.0,360.0,0.0,3480.0,40,0,False,True
greedy_sequential,109,low,40,25,99,1.0,0.0,0.0,0,0.0,3.301283292283444,3.301283292283444,3480.0,0.011717171717171716,1,0.6060606060606061,-3840.0,-3840.0,3840.0,360.0,0.0,3480.0,40,0,False,True
nearest,109,low,40,25,222,1.0,0.0,0.0,0,0.0,3.2894619765839095,3.2894619765839095,10860.0,0.016306306306306306,1,0.27027027027027023,-11220.0,-11220.0,11220.0,360.0,0.0,10860.0,40,0,False,True
random,109,low,40,25,239,1.0,0.0,0.0,0,0.0,7.717924377862093,7.717924377862093,11340.0,0.010543933054393334,1,0.2510460251046025,-12240.0,-12240.0,12240.0,900.0,0.0,11340.0,40,0,False,True
rl,109,low,40,25,99,1.0,0.0,0.0,0,0.0,3.301283292283444,3.301283292283444,3480.0,0.011717171717171716,1,0.6060606060606061,-3840.0,-3840.0,3840.0,360.0,0.0,3480.0,40,0,False,True
greedy,110,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,110,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,110,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,110,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,110,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,111,low,40,25,32,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,111,low,40,25,32,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,111,low,40,25,32,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,111,low,40,25,32,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,111,low,40,25,32,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,112,low,40,25,30,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,112,low,40,25,30,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,112,low,40,25,30,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,112,low,40,25,30,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,112,low,40,25,30,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,113,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,113,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,113,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,113,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,113,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,114,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,114,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,114,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,114,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,114,low,40,25,37,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,115,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,115,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,115,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,115,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,115,low,40,25,38,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,116,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,116,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,116,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,116,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,116,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,117,low,40,25,28,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,117,low,40,25,28,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,117,low,40,25,28,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,117,low,40,25,28,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,117,low,40,25,28,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,118,low,40,25,31,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,118,low,40,25,31,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,118,low,40,25,31,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,118,low,40,25,31,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,118,low,40,25,31,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,119,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy_sequential,119,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
nearest,119,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
random,119,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
rl,119,low,40,25,34,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,40,0,False,True
greedy,100,medium,100,20,156,1.0,0.0,0.0,0,0.0,30.962362162781425,4.423194594683061,4731.428571428572,0.08918269230769231,7,2.692307692307692,-36600.0,-36600.0,36600.0,3480.0,0.0,33120.0,100,0,False,True
greedy_sequential,100,medium,100,20,169,1.0,0.0,0.0,0,0.0,37.03816675580935,5.291166679401336,5305.714285714285,0.1261094674556213,7,2.485207100591716,-41340.0,-41340.0,41340.0,4200.0,0.0,37140.0,100,0,False,True
nearest,100,medium,100,20,273,1.0,0.0,0.0,0,0.0,25.85117233579045,3.693024619398636,9017.142857142857,0.08156288156288158,7,1.5384615384615385,-65940.0,-65940.0,65940.0,2820.0,0.0,63120.0,100,0,False,True
random,100,medium,100,20,301,1.0,0.0,0.0,0,0.0,59.45819008622139,8.494027155174484,9034.285714285714,0.056118493909191526,7,1.3953488372093024,-70080.0,-70080.0,70080.0,6840.0,0.0,63240.0,100,0,False,True
rl,100,medium,100,20,173,1.0,0.0,0.0,0,0.0,42.16392342956839,6.023417632795485,4791.428571428572,0.11213872832369942,7,2.4277456647398843,-38400.0,-38400.0,38400.0,4860.0,0.0,33540.0,100,0,False,True
greedy,101,medium,100,20,232,1.0,0.0,420.0,2,0.4525862068965517,48.65408994290188,3.2436059961934585,5936.0,0.09340876436781612,15,3.8793103448275863,-100740.0,-100740.0,100740.0,5400.0,6300.0,89040.0,100,0,False,True
greedy_sequential,101,medium,100,20,284,1.0,0.0,0.0,0,0.0,48.779363168333994,3.2519575445555997,7892.0,0.16581572769953046,15,3.169014084507042,-123840.0,-123840.0,123840.0,5460.0,0.0,118380.0,100,0,False,True
nearest,101,medium,100,20,350,0.96,0.0,1060.0,2,0.7571428571428571,19.84767531050566,1.3231783540337108,10875.0,0.19535714285714287,15,2.5714285714285716,-192360.0,-192360.0,192360.0,1920.0,15900.0,174540.0,96,0,False,True
random,101,medium,100,20,350,0.98,0.0,1196.0,1,0.8542857142857143,103.34693677391317,6.889795784927545,9470.76923076923,0.17932142857142852,15,2.5714285714285716,-172440.0,-172440.0,172440.0,11940.0,17940.0,142560.0,98,0,False,True
rl,101,medium,100,20,294,1.0,0.0,324.0,1,0.2755102040816326,56.313855473259565,3.7542570315506376,7812.0,0.1678571428571428,15,3.061224489795918,-128400.0,-128400.0,128400.0,6360.0,4860.0,117180.0,100,0,False,True
greedy,102,medium,100,20,350,0.99,0.0,1965.0,3,1.1228571428571428,20.44854499093584,1.70404541591132,6316.363636363636,0.10671428571428572,12,2.0571428571428574,-100140.0,-100140.0,100140.0,2100.0,23580.0,74460.0,99,0,False,True
greedy_sequential,102,medium,100,20,239,1.0,0.0,0.0,0,0.0,37.034644682403076,3.0862203902002565,6385.0,0.16521966527196652,12,3.01255230125523,-80700.0,-80700.0,80700.0,4080.0,0.0,76620.0,100,0,False,True
nearest,102,medium,100,20,350,0.97,0.0,990.0,3,2.357142857142857,12.68222728299346,1.0568522735827883,10466.666666666666,0.13989285714285715,10,1.7142857142857144,-154800.0,-154800.0,154800.0,1140.0,49500.0,104160.0,97,0,False,True
random,102,medium,100,20,350,0.99,0.0,0.0,0,0.0,91.98317131146597,7.665264275955497,9741.818181818182,0.1275,12,2.0571428571428574,-136200.0,-136200.0,136200.0,10680.0,0.0,125520.0,99,0,False,True
rl,102,medium,100,20,167,1.0,0.0,190.0,1,0.2275449101796407,57.17560636743378,4.764633863952815,5205.0,0.16162674650698602,12,4.311377245508982,-71280.0,-71280.0,71280.0,6540.0,2280.0,62460.0,100,0,False,True
greedy,103,medium,100,20,203,1.0,0.0,516.0,2,0.6354679802955665,30.913187441073717,2.0608791627382477,4988.0,0.1510878489326765,15,4.433497536945813,-85980.0,-85980.0,85980.0,3420.0,7740.0,74820.0,100,0,False,True
greedy_sequential,103,medium,100,20,208,1.0,0.0,0.0,0,0.0,34.912495520114184,2.3274997013409457,5544.0,0.14903846153846162,15,4.326923076923077,-87060.0,-87060.0,87060.0,3900.0,0.0,83160.0,100,0,False,True
nearest,103,medium,100,20,326,1.0,0.0,1800.0,4,1.3803680981595092,22.387622608454816,1.4925081738969876,6964.0,0.1482745398773006,15,2.7607361963190185,-133800.0,-133800.0,133800.0,2340.0,27000.0,104460.0,100,0,False,True
random,103,medium,100,20,350,0.99,0.0,1680.0,2,1.2,119.51147784124217,7.967431856082811,8627.142857142857,0.18866666666666662,15,2.5714285714285716,-160620.0,-160620.0,160620.0,13800.0,25200.0,121620.0,99,0,False,True
rl,103,medium,100,20,139,1.0,0.0,0.0,0,0.0,54.50181625408104,3.633454416938736,4888.0,0.18633093525179859,15,6.474820143884892,-79500.0,-79500.0,79500.0,6180.0,0.0,73320.0,100,0,False,True
greedy,104,medium,100,20,241,1.0,0.0,523.6363636363636,1,0.3983402489626556,26.696097914621205,2.4269179922382915,5732.727272727273,0.11479944674965421,11,2.7385892116182573,-71700.0,-71700.0,71700.0,2880.0,5760.0,63060.0,100,0,False,True
greedy_sequential,104,medium,100,20,195,1.0,0.0,447.27272727272725,1,0.4205128205128205,37.199678337078836,3.38178893973444,5787.272727272727,0.1507905982905983,11,3.3846153846153846,-72720.0,-72720.0,72720.0,4140.0,4920.0,63660.0,100,0,False,True
nearest,104,medium,100,20,350,0.98,0.0,2498.181818181818,2,1.3085714285714285,17.741016651379418,1.6128196955799472,7926.666666666667,0.14979761904761904,11,1.885714285714286,-123360.0,-123360.0,123360.0,1620.0,27480.0,94260.0,98,0,False,True
random,104,medium,100,20,350,0.98,0.0,1249.090909090909,1,0.6542857142857142,125.7662984742916,11.433299861299236,8506.666666666666,0.12276190476190477,11,1.885714285714286,-128100.0,-128100.0,128100.0,14760.0,13740.0,99600.0,98,0,False,True
rl,104,medium,100,20,195,1.0,0.0,447.27272727272725,1,0.4205128205128205,37.199678337078836,3.38178893973444,5787.272727272727,0.15583333333333332,11,3.3846153846153846,-72720.0,-72720.0,72720.0,4140.0,4920.0,63660.0,100,0,False,True
greedy,105,medium,100,20,232,1.0,0.0,360.0,1,0.23275862068965517,25.0220466109872,2.7802274012208,6086.666666666667,0.12941810344827587,9,2.3275862068965516,-60780.0,-60780.0,60780.0,2760.0,3240.0,54780.0,100,0,False,True
greedy_sequential,105,medium,100,20,223,1.0,0.0,0.0,0,0.0,33.09582930582419,3.677314367313799,7180.0,0.16087443946188343,9,2.42152466367713,-68340.0,-68340.0,68340.0,3720.0,0.0,64620.0,100,0,False,True
nearest,105,medium,100,20,324,1.0,0.0,1253.3333333333333,2,0.5802469135802469,16.57591906525191,1.84176878502799,8546.666666666666,0.12057613168724275,9,1.6666666666666665,-90000.0,-90000.0,90000.0,1800.0,11280.0,76920.0,100,0,False,True
random,105,medium,100,20,350,0.97,0.0,0.0,0,0.0,85.44208039228118,9.493564488031243,10010.0,0.14992857142857136,9,1.542857142857143,-124920.0,-124920.0,124920.0,9960.0,0.0,114960.0,97,0,False,True
rl,105,medium,100,20,190,1.0,0.0,0.0,0,0.0,44.184396632089225,4.909377403565469,6120.0,0.1242543859649123,9,2.8421052631578947,-60120.0,-60120.0,60120.0,5040.0,0.0,55080.0,100,0,False,True
greedy,106,medium,100,20,239,1.0,0.0,1389.2307692307693,5,1.2594142259414225,44.243103731387734,3.40331567164521,3761.5384615384614,0.09932008368200836,13,3.2635983263598325,-71880.0,-71880.0,71880.0,4920.0,18060.0,48900.0,100,0,False,True
greedy_sequential,106,medium,100,20,267,1.0,0.0,0.0,0,0.0,46.72833899419121,3.5944876149377856,5690.7692307692305,0.129229088639201,13,2.9213483146067416,-79260.0,-79260.0,79260.0,5280.0,0.0,73980.0,100,0,False,True
nearest,106,medium,100,20,335,1.0,0.0,1066.1538461538462,2,0.6895522388059702,32.294755714337505,2.4842119780259617,8533.846153846154,0.15662935323383093,13,2.328358208955224,-128340.0,-128340.0,128340.0,3540.0,13860.0,110940.0,100,0,False,True
random,106,medium,100,20,279,1.0,0.0,0.0,0,0.0,79.87619569041588,6.1443227454166065,9221.538461538461,0.1735513739545999,13,2.7956989247311825,-128940.0,-128940.0,128940.0,9060.0,0.0,119880.0,100,0,False,True
rl,106,medium,100,20,267,1.0,0.0,0.0,0,0.0,57.43107066863104,4.417774666817772,6378.461538461538,0.13704744069912608,13,2.9213483146067416,-89340.0,-89340.0,89340.0,6420.0,0.0,82920.0,100,0,False,True
greedy,107,medium,100,20,252,1.0,0.0,0.0,0,0.0,24.362950827627845,2.706994536403094,7006.666666666667,0.09424603174603179,9,2.142857142857143,-65760.0,-65760.0,65760.0,2700.0,0.0,63060.0,100,0,False,True
greedy_sequential,107,medium,100,20,252,1.0,0.0,0.0,0,0.0,23.37827422902606,2.59758602544734,6826.666666666667,0.09156746031746035,9,2.142857142857143,-64080.0,-64080.0,64080.0,2640.0,0.0,61440.0,100,0,False,True
nearest,107,medium,100,20,350,0.99,0.0,0.0,0,0.0,15.643353672736854,1.7381504080818726,9186.666666666666,0.10055952380952397,9,1.542857142857143,-84360.0,-84360.0,84360.0,1680.0,0.0,82680.0,99,0,False,True
random,107,medium,100,20,350,0.99,0.0,313.3333333333333,1,0.13428571428571429,83.10353521689666,9.23372613521074,9495.0,0.13704761904761908,9,1.542857142857143,-107100.0,-107100.0,107100.0,9660.0,2820.0,94620.0,99,0,False,True
rl,107,medium,100,20,159,1.0,0.0,0.0,0,0.0,44.321195679866456,4.92457729776294,5240.0,0.11383647798742139,9,3.3962264150943398,-52260.0,-52260.0,52260.0,5100.0,0.0,47160.0,100,0,False,True
greedy,108,medium,100,20,232,1.0,0.0,236.25,1,0.27155172413793105,58.42446229823022,3.6515288936393886,5516.25,0.15538793103448276,16,4.137931034482759,-98580.0,-98580.0,98580.0,6540.0,3780.0,88260.0,100,0,False,True
greedy_sequential,108,medium,100,20,194,1.0,0.0,285.0,1,0.3917525773195876,72.0856834947385,4.5053552184211565,5760.0,0.1902061855670103,16,4.948453608247423,-104880.0,-104880.0,104880.0,8160.0,4560.0,92160.0,100,0,False,True
nearest,108,medium,100,20,350,0.98,0.0,1050.0,2,0.8,38.97879691808581,2.4361748073803633,10234.285714285714,0.21692857142857142,16,2.742857142857143,-203760.0,-203760.0,203760.0,4200.0,16800.0,182760.0,98,0,False,True
random,108,medium,100,20,350,0.97,0.0,450.0,1,0.34285714285714286,147.07097599407336,9.191935999629585,10607.142857142857,0.25357142857142856,16,2.742857142857143,-210840.0,-210840.0,210840.0,17160.0,7200.0,186480.0,97,0,False,True
rl,108,medium,100,20,204,1.0,0.0,0.0,0,0.0,71.88893562305648,4.49305847644103,6180.0,0.17653186274509805,16,4.705882352941177,-107100.0,-107100.0,107100.0,8220.0,0.0,98880.0,100,0,False,True
greedy,109,medium,100,20,132,1.0,0.0,0.0,0,0.0,13.565806141188446,2.260967690198074,5390.0,0.09103535353535352,6,2.727272727272727,-33840.0,-33840.0,33840.0,1500.0,0.0,32340.0,100,0,False,True
greedy_sequential,109,medium,100,20,202,1.0,0.0,790.0,1,0.3910891089108911,17.93859090454701,2.989765150757835,5180.0,0.07145214521452144,6,1.7821782178217822,-37800.0,-37800.0,37800.0,1980.0,4740.0,31080.0,100,0,False,True
nearest,109,medium,100,20,262,1.0,0.0,0.0,0,0.0,11.044516054003477,1.840752675667246,7010.0,0.08670483460559796,6,1.3740458015267176,-43260.0,-43260.0,43260.0,1200.0,0.0,42060.0,100,0,False,True
random,109,medium,100,20,350,0.99,0.0,0.0,0,0.0,56.0570197302609,9.34283662171015,13392.0,0.1342380952380952,6,1.0285714285714287,-92220.0,-92220.0,92220.0,6540.0,0.0,85680.0,99,0,False,True
rl,109,medium,100,20,202,1.0,0.0,790.0,1,0.3910891089108911,17.93859090454701,2.989765150757835,5180.0,0.07145214521452144,6,1.7821782178217822,-37800.0,-37800.0,37800.0,1980.0,4740.0,31080.0,100,0,False,True
greedy,110,medium,100,20,143,1.0,0.0,0.0,0,0.0,21.215842722399998,2.357315858044444,4373.333333333333,0.12569930069930071,9,3.7762237762237763,-41700.0,-41700.0,41700.0,2340.0,0.0,39360.0,100,0,False,True
greedy_sequential,110,medium,100,20,159,1.0,0.0,0.0,0,0.0,22.007673581419425,2.4452970646021583,4713.333333333333,0.10678721174004194,9,3.3962264150943398,-44820.0,-44820.0,44820.0,2400.0,0.0,42420.0,100,0,False,True
nearest,110,medium,100,20,197,1.0,0.0,0.0,0,0.0,11.753248395058199,1.3059164883397998,6460.0,0.144839255499154,9,2.7411167512690358,-59340.0,-59340.0,59340.0,1200.0,0.0,58140.0,100,0,False,True
random,110,medium,100,20,265,1.0,0.0,0.0,0,0.0,63.3145257436739,7.034947304852655,6753.333333333333,0.0770125786163522,9,2.0377358490566038,-68160.0,-68160.0,68160.0,7380.0,0.0,60780.0,100,0,False,True
rl,110,medium,100,20,159,1.0,0.0,0.0,0,0.0,29.112458330183397,3.2347175922425997,4440.0,0.09648846960167715,9,3.3962264150943398,-43260.0,-43260.0,43260.0,3300.0,0.0,39960.0,100,0,False,True
greedy,111,medium,100,20,199,1.0,0.0,135.0,1,0.135678391959799,42.9334331258598,3.57778609382165,5805.0,0.10096314907872697,12,3.618090452261306,-76200.0,-76200.0,76200.0,4920.0,1620.0,69660.0,100,0,False,True
greedy_sequential,111,medium,100,20,213,1.0,0.0,0.0,0,0.0,56.716210367597235,4.726350863966436,7130.0,0.19487480438184668,12,3.3802816901408455,-92040.0,-92040.0,92040.0,6480.0,0.0,85560.0,100,0,False,True
nearest,111,medium,100,20,320,1.0,0.0,0.0,0,0.0,29.781562936862407,2.4817969114052008,8855.0,0.15231770833333333,12,2.25,-109560.0,-109560.0,109560.0,3300.0,0.0,106260.0,100,0,False,True
random,111,medium,100,20,350,0.97,0.0,1500.0,2,0.8571428571428571,83.03900974258224,6.91991747854852,8146.666666666667,0.1788809523809523,12,2.0571428571428574,-140640.0,-140640.0,140640.0,9660.0,18000.0,112980.0,97,0,False,True
rl,111,medium,100,20,284,1.0,0.0,0.0,0,0.0,69.352176698271,5.77934805818925,6975.0,0.08946596244131458,12,2.535211267605634,-91620.0,-91620.0,91620.0,7920.0,0.0,83700.0,100,0,False,True
greedy,112,medium,100,20,180,1.0,0.0,173.33333333333334,1,0.14444444444444443,39.248628354337995,4.360958706037555,5820.0,0.0903240740740741,9,3.0,-58380.0,-58380.0,58380.0,4440.0,1560.0,52380.0,100,0,False,True
greedy_sequential,112,medium,100,20,232,1.0,0.0,173.33333333333334,1,0.11206896551724138,40.53631034912719,4.504034483236355,6506.666666666667,0.07774784482758623,9,2.3275862068965516,-64680.0,-64680.0,64680.0,4560.0,1560.0,58560.0,100,0,False,True
nearest,112,medium,100,20,332,1.0,0.0,0.0,0,0.0,13.905961584229093,1.5451068426921215,13300.0,0.08653363453815248,9,1.6265060240963856,-121080.0,-121080.0,121080.0,1380.0,0.0,119700.0,100,0,False,True
random,112,medium,100,20,350,0.98,0.0,0.0,0,0.0,62.666881652771636,6.96298685030796,8331.42857142857,0.08226190476190491,9,1.542857142857143,-104520.0,-104520.0,104520.0,7260.0,0.0,97260.0,98,0,False,True
rl,112,medium,100,20,269,1.0,0.0,166.66666666666666,1,0.09293680297397769,45.94732814711257,5.105258683012508,6613.333333333333,0.07523234200743498,9,2.007434944237918,-66300.0,-66300.0,66300.0,5280.0,1500.0,59520.0,100,0,False,True
greedy,113,medium,100,20,153,1.0,0.0,0.0,0,0.0,15.517751313447455,2.586291885574576,4620.0,0.05321350762527233,6,2.3529411764705883,-29400.0,-29400.0,29400.0,1680.0,0.0,27720.0,100,0,False,True
greedy_sequential,113,medium,100,20,153,1.0,0.0,0.0,0,0.0,18.047485937537516,3.0079143229229195,4640.0,0.07004357298474945,6,2.3529411764705883,-29820.0,-29820.0,29820.0,1980.0,0.0,27840.0,100,0,False,True
nearest,113,medium,100,20,273,1.0,0.0,0.0,0,0.0,11.28455794052353,1.8807596567539218,9730.0,0.05012210012210011,6,1.3186813186813187,-59580.0,-59580.0,59580.0,1200.0,0.0,58380.0,100,0,False,True
random,113,medium,100,20,279,1.0,0.0,0.0,0,0.0,42.69273970719242,7.115456617865404,7790.0,0.044892473118279604,6,1.2903225806451613,-51720.0,-51720.0,51720.0,4980.0,0.0,46740.0,100,0,False,True
rl,113,medium,100,20,153,1.0,0.0,0.0,0,0.0,21.076262351068475,3.5127103918447458,4660.0,0.07854030501089324,6,2.3529411764705883,-30300.0,-30300.0,30300.0,2340.0,0.0,27960.0,100,0,False,True
